,MLBID,PLAYERNAME
9700,678578,Elian Ferreira
9701,683691,Rafmar Medina
9702,692550,Hansel Rincon
9703,699230,Lorenzo Encarnacion
9704,700318,Jesus Suarez
9705,692575,Gregory Garcia
9706,685101,Oswaldo Castillo
9707,699110,Luis Castro
9708,692576,Dualvert Gutierrez
9709,699707,Danyony Pulido
9710,682659,Joalbert Angulo
9711,679893,Manuel Urias
9712,682865,Angel Valencia
9713,691358,Isaac Rudecindo
9714,683409,Angel Chivilli
9715,692829,Ignacio Briceno
9716,698982,Rayner Castillo
9717,700354,Carlos Marcano
9718,684046,Jose Rivas
9719,685418,Albert Caldera
9720,692003,Stanley Encarnacion
9721,693751,Brian Carrion
9722,680617,Jorge Ferrer
9723,684853,Jordany Vasquez
9724,691327,Cesar Alvarez
9725,691524,Manuel Duncan
9726,683583,Yorlin Calderon
9727,692645,Ruben Castillo
9728,683478,Nolberto Henriquez
9729,683457,Carlos Gutierrez
9730,699284,Hector Andrade
9731,691629,Miguelangel Boadas
9732,692381,Luis Yepez
9733,695946,Junior Flores
9734,683730,Geremias Peguero
9735,692639,Jose Guzman
9736,691844,Riordan Oropeza
9737,683615,Jorge Ramirez
9738,698989,Gabriel Agostini
9739,695987,Raynel Moron
9740,692392,Miguel Martinez
9741,692385,Alexander Beltre
9742,684485,Benjamin Arias
9743,683851,Oliver Lopez
9744,693785,Luis Acosta
9745,693734,Christopher Dishmey
9746,683528,Justino Dominguez
9747,693768,Darwin Geronimo
9748,695001,Alimber Santa
9749,682688,Danny Subero
9750,682691,Johangel Ramirez
9751,684983,Marcos Eusebio
9752,683990,Osiris Santana
9753,682933,Christian Paulino
9754,694057,Yordanny Monegro
9755,678595,Carlos Velez
9756,691376,Irving Medina
9757,683988,Railin Perez
9758,698939,Elvis Polanco
9759,684844,Oscar Pierret
9760,684849,Yan Lara
9761,693777,Yonatan Pineda
9762,699695,Gleiner Diaz
9763,684266,Harold Melenge
9764,691669,Gabriel Sosa
9765,684190,Wilbur Martinez
9766,699018,Jesus Clode
9767,699008,Antwone Kelly
9768,685622,Raynalf Ruiz
9769,683491,Jose Gonzalez
9770,692414,Yoniel Curet
9771,696098,Jose Romero
9772,692067,Samuel Rodriguez
9773,700273,Cristian Rojas
9774,693729,Oliver Roque
9775,693760,Luis Garcia
9776,679024,Logan Franco
9777,692823,Abel Brito
9778,684225,Felipito Santos
9779,692849,Fraimin Marte
9780,691314,Americo Lugo
9781,692384,Marlyn Almonte
9782,686339,Wilmer Ortega
9783,698959,Jan Caraballo
9784,698981,Jose Rojas
9785,694029,Fernando Vasquez
9786,699309,Joel Diaz
9787,691714,Kevin Ribon
9788,691706,Jonaiker Palacios
9789,696090,Yohan Crispin
9790,687693,Luis Valenzuela
9791,700309,Luis R. Reyes
9792,702095,Carlos Garcia
9793,683722,Rafael Camacho
9794,691917,Rafael Mendez
9795,691916,Roelmy Garcia
9796,684713,Wilkin Valdez
9797,681458,Yosber Sanchez
9798,694207,Brayan Mendoza
9799,683452,Bladimir Ramirez
9800,683567,Jhonny Duran
9801,686386,Douglas Mijares
9802,682908,Enmanuel Pio
9803,682925,Stalyn Sanchez
9804,691436,Alberto Pacheco
9805,686734,Arturo Roque
9806,693712,Darlin Almonte
9807,683390,Luis Mendoza
9808,699226,Lisandro Almonte
9809,682744,Mauricio Bascunan
9810,681710,Fredely De Dios
9811,682854,Osiris Sierra
9812,692831,Julio Cruz
9813,699329,Weskendry Espinoza
9814,691384,Luis Perales
9815,682789,Efren Diaz
9816,692567,Cesar Soto
9817,691995,Michael Valera
9818,682798,Andres Ortuno
9819,692651,Franck De La Rosa
9820,691856,Marco Breindembach
9821,683575,Roger Rodriguez
9822,699001,Moises Hernandez
9823,698996,Gimy Rojas
9824,692824,Bienvenido Polanco
9825,691413,Victor Garcia
9826,699070,Brian Diaz
9827,691554,Eduardo Dominguez
9828,683430,Denverick Martines
9829,699060,Dailoui Abad
9830,692835,Luis Valdez
9831,693759,Euri Montero
9832,698932,Jesus Leon
9833,673356,Williams Valencia
9834,692493,Brahiam Jimenez
9835,699093,Angel Santana
9836,692866,Darwin Cruz
9837,685331,Francis Mercedes
9838,694032,Greiber Lopez
9839,699134,Bradgley Rodriguez
9840,699137,Yariel Moreno
9841,684869,Peniel Mena
9842,692448,Aron Vargas
9843,678599,Yangely De La Cruz
9844,687698,Jose Viola
9845,691560,Jose Grateron
9846,680628,Jesus Luna
9847,696010,David Tiburcio
9848,699059,Maximo Martinez
9849,691813,Denis Portes
9850,691551,Franniel Capriata
9851,692833,Yhonkervix Castillo
9852,682826,Roberto Ros
9853,695970,Kelvin Valdez
9854,685330,Marwin Ramirez
9855,699106,Reynardo Cruz
9856,700345,Deyer Zapata
9857,693754,Luis Osorio
9858,700270,Yilber Diaz
9859,699227,Daniel Jean
9860,681732,Wuardo Fernandez
9861,683416,Manuel Olivares
9862,691099,Cristian Brioso
9863,691310,Wilny Moron
9864,683411,Janer Feliciano
9865,691904,Jesus Querales
9866,685774,Nelson Cuevas
9867,701769,Leoni De La Cruz
9868,685726,Erovis Alcantara
9869,691602,Stiven Cruz
9870,699129,Dikember Sanchez
9871,700267,Jose Martinez
9872,684153,Alfredo Raciel
9873,692600,Luis Bellorin
9874,694046,Hector Rodriguez
9875,694042,Ulices Campos
9876,682884,Rolando Sirit
9877,699083,Keni Salgado
9878,692830,Ronny Chalas
9879,691342,Jose Ramirez
9880,686406,Harif Frias
9881,698942,Deivy Cruz
9882,694061,Christopher Ramirez
9883,692595,Daniel Gonzalez
9884,680584,Dionicio Jimenez
9885,691083,Julio Bonilla
9886,699279,Oscar Paredes
9887,695995,Tomas Cleto
9888,700331,Roger Duran
9889,699268,Edgardo Chaviel
9890,692646,Pedro Rodriguez
9891,691851,Donys Garcia
9892,702098,Allen Facundo
9893,672785,Diego Cordero
9894,700649,Henry Lalane
9895,692648,Juan Espana
9896,692643,Ernesto Borges
9897,702432,Kevin Aparicio
9898,695225,Juan Morillo
9899,696037,Brayan Palencia
9900,682672,Roberto Monegro
9901,693737,Miguel Mora
9902,693747,Carlos Lopez
9903,698953,Pavel Duarte
9904,695003,Randel Clemente
9905,692395,Frankely Guzman
9906,692391,Antoni Cuello
9907,692389,Alejandro Cervantes
9908,698986,Jefrem Leon
9909,682717,Jose Cedeno
9910,681626,Moises Diaz
9911,691480,Eurys Martich
9912,699039,Darwin Rosario
9913,695971,Jose Andujar
9914,699040,Freilyn De Pena
9915,699041,Juan Soto
9916,692832,Chanderson Perez
9917,692850,Israel Mateo
9918,684152,Alexis Pichardo
9919,682552,Gustavo Andujar
9920,692409,Manuel De La Rosa
9921,693739,Alexander Alberto
9922,702396,Junior William
9923,681759,Royman Blanco
9924,685467,Henry Morales
9925,699155,Yizreel Burnet
9926,683398,Faysel Gregorio
9927,693704,Stiwar Adames
9928,683749,Adrian Gonzalez
9929,699288,Luis Martinez
9930,692616,Mauricio Veliz
9931,691258,Kristian Cardozo
9932,694041,Anyelo Ovando
9933,700730,Brayan Diaz
9934,700268,Elchero Francisca
9935,691473,Issac Solano
9936,700314,Omar Hernandez
9937,692426,Edwin Zamudio
9938,699086,Kikito Severino
9939,692848,Yoldin De La Paz
9940,692661,Juan Santos
9941,691925,Eliecer Romero
9942,691414,Yorman Gomez
9943,692821,Alexandro Castro
9944,677125,Luis Peguero
9945,683602,Felix Polanco
9946,692818,Pedro Almanzar
9947,693762,Gleiber Morales
9948,699395,Adrian Martinez
9949,693796,Anthony Mendez
9950,699384,David Olivo
9951,698957,Angel Sanchez
9952,698958,Anderson Azor
9953,683463,Luis Castillo
9954,698962,Ricardo Estrada
9955,693736,Ken Salas
9956,698965,Gerelmi Maldonado
9957,691363,Brayan Ramirez
9958,694058,Bruno Lopez
9959,692404,Darlin Saladin
9960,683624,Victor Herrera
9961,692857,Omar Yanez
9962,682600,Luis Marte
9963,691818,Anderson Feliz
9964,695990,Kenyi Perez
9965,699383,Welington Quintero
9966,699299,Brian Sierra
9967,699312,Ellian Nunez
9968,699313,Juan Veliz
9969,700370,Felipe De La Cruz
9970,693803,Layonel Ovalles
9971,699306,Ricardo Baptist
9972,691918,Luis Faringthon
9973,699011,Luigi Hernandez
9974,693728,Reyson Santos
9975,699132,Alexander Vallecillo
9976,693716,Jonathan Cruz
9977,691612,Michael Perdomo
9978,699693,Carlos Millan
9979,699692,Alexis Garibaldi
9980,693732,Estibenzon Jimenez
9981,693804,Pedro Reyes
9982,699212,Ivan Oviedo
9983,683608,Julio Ayola
9984,700282,Ricardo Yan
9985,682609,Osvaldo Morel
9986,700294,Jose Aguirre
9987,691440,Nelvis Ochoa
9988,700327,Welinton Herrera
9989,692588,Jose Rebolledo
9990,700174,Jordy Vargas
9991,660720,Diego Cordero
9992,689199,Luke Schiltz
9993,678638,Marshall Cantillo
9994,663990,Matthias Dietz
9995,685777,Miguel Gomez
9996,682716,Jose Mercedes
9997,683688,Andres Castro
9998,682114,C.J. Carter
9999,692394,Uriel Curvelo
10000,699033,Esteban Contreras
10001,692401,Gerado Salas
10002,700322,Keythel Key
10003,700365,Yendy Gomez
10004,691574,Wrayan Diaz
10005,684080,Dheygler Gimenez
10006,687675,Willy De Paula
10007,699003,Jesus Perdigon
10008,692329,Darlin Pinales
10009,683592,Rodrigo Rosario
10010,692049,Anthony Morillo
10011,694026,Alexis Cruz
10012,702397,Pedro Figueroa
10013,682800,Carlos Reyes
10014,699151,Jedixson Paez
10015,692563,Barbaro Pinero
10016,692841,Sebastian Rodriguez
10017,679929,Miguel Diaz
10018,699007,Darlin Diaz
10019,678666,Ricardo Leon
10020,681459,Jose Ramirez
10021,692569,Francis Hernandez
10022,692566,Simon Pacheco
10023,683405,Frailyn Sanchez
10024,700288,Juan Martinez
10025,692193,Fraiber Castillo
10026,692192,Videlson Vargas
10027,683738,Williams Yanez
10028,699107,Alejandro Rodriguez
10029,699092,Robin De Jesus
10030,700349,Neiyerbe Obeso
10031,700296,Keiner Leon
10032,692486,Cristopher Castro
10033,700276,Gabriel Ochoa
10034,678903,Jerald Cabrera
10035,681617,Kevin Garcia
10036,683643,Rodery Pichardo
10037,692630,Nicolandy Mejia
10038,693773,Luis Camilo
10039,691709,Juan Pacheco
10040,691761,Jose Catano
10041,699330,Ismael Michel
10042,699289,Jhonny Gomez
10043,696005,Yoelvis Burguillos
10044,698925,Gerardo Hernandez
10045,692058,Anyerbert Ache
10046,699231,Jesus Jimenez
10047,692546,Miguel Alvarez
10048,700021,Adrian Gil
10049,683638,Joel Valdez
10050,699702,Ender Paz
10051,694033,Yarison Ruiz
10052,675841,Wilser Barrios
10053,683670,Miguel Vargas
10054,693755,Yon Landaeta
10055,700357,Juan Rojas
10056,694060,Randy Lara
10057,685724,Sebastian Olivero
10058,691604,Michael Francisco
10059,684230,Christian Sosa
10060,684232,Albert Breton
10061,680620,Frederic Garcia
10062,692819,Jose Contreras
10063,684078,Samuel Cruz
10064,692418,Angel Guaiquirian
10065,699071,Christian Romero
10066,691484,Jemir Leal
10067,682931,Juan Martinez
10068,692846,Carlos Rosario
10069,691855,Luis Urbano
10070,693714,Jan Pena
10071,700168,Claudio Galva
10072,692593,Ismael Luciano
10073,696036,Yonathan Ochoa
10074,698968,Samir Chires
10075,692362,Angel Moreno
10076,698970,Daniel Espinoza
10077,700316,Jesus A. Rodriguez
10078,683929,Juan Herrera
10079,692839,Delson Guzman
10080,702440,Remy Cesar
10081,700686,Josue Rodriguez
10082,693711,Eiroon Flores
10083,696088,Dianye Florentino
10084,696016,Weslyn Toussaint
10085,692660,Luis Joseph
10086,700353,Andres Silvera
10087,691928,Patricio Ress
10088,696035,Jose Gonzalez
10089,693812,Marlon Franco
10090,692383,Cristofer Valenzuela
10091,692379,Argenis Perez
10092,700718,Baltazar Arredondo
10093,683019,Orlando Barrios
10094,693717,Raimund Uzcategui
10095,702370,Adrian Almonte
10096,699392,Kenneddy Delgado
10097,700277,Scarlyn Lebron
10098,696082,Joandy Duran
10099,702392,Tomy Sanchez
10100,702751,Jose Geraldo
10101,692047,Joaquin Tejada
10102,683499,Lisander Brito
10103,700360,Felix Nunez
10104,691319,Jose Valdez
10105,692543,Victor Basora
10106,693702,Junior Cerda
10107,681719,Stanley Guzman
10108,684059,Deretd Parra
10109,683466,Nyan Hernandez
10110,682972,Yonaiker Garcia
10111,699054,Austin Aldeano
10112,683724,Miguel Cordones
10113,695980,Daniel Mercedes
10114,691711,Jawilme Ramirez
10115,702100,Juan Severino
10116,680601,Augusto Calderon
10117,684041,Diorys Guerrero
10118,691337,Francisco Crispin
10119,699128,Jared Albir
10120,692574,Albaro Santana
10121,692570,Leury Gomez
10122,693764,Anthony Martinez
10123,682776,Jonathan Rivas
10124,692838,Jaydenn Estanista
10125,693787,Ronny Ramirez
10126,684893,Jesus Chavez
10127,691527,Wilfri Figuereo
10128,699175,Taylor Bloye
10129,681912,Erik Cha
10130,691583,Enderjer Sifontes
10131,700722,Bryan Hernandez
10132,684516,Hancel Rincon
10133,699075,Jhonny Jimenez
10134,692327,Lesther Medrano
10135,692066,Jesus Silverio
10136,683456,Jose Gonzalez
10137,692272,Javier Zenizo
10138,694054,Luis C Gonzalez
10139,700281,Jonathan Salazar
10140,692854,Isaias Uribe
10141,699159,Jean Carlos Reyes
10142,700350,Angel Lopez
10143,678813,Jesus Rosillo
10144,693178,Starlin Santos
10145,693724,Victor De Leon
10146,700736,Johan Figuereo
10147,700289,Eliander Alcalde
10148,684043,Pedro Acosta
10149,686544,Nestor Lorant
10150,693694,Kelvin Contreras
10151,700359,Luis Rodriguez
10152,692584,Jose Barcenas
10153,679595,Alan Perdomo
10154,694036,Wilmer Dilonex
10155,682723,Luis Lopez
10156,693816,Jose Colon
10157,695316,Jarold Rosado
10158,702375,Jheremy Vicente
10159,702373,Felix Arronde
10160,693718,Jediah Kwidama
10161,691853,Geralmi Santana
10162,702436,Luis Serna
10163,691848,Lester Beltran
10164,691845,Yordi Pichardo
10165,699706,Juan Melendez
10166,686625,Ronni Montero
10167,698987,Gustavo Rivas
10168,682719,Jose Atencio
10169,700713,Jesus Tovar
10170,692410,Samuel Mejia
10171,699081,Humberto Jimenez
10172,692413,Franklin Castillo
10173,692827,Dielmon Urena
10174,692822,Olmandi Diaz
10175,700260,Eslahiber Mendez
10176,695315,Dary De Jesus
10177,682741,Fraicy Breton
10178,699326,Wilson Betemit Jr.
10179,682948,Rafael Tua
10180,699057,Missael Soto
10181,693806,Felix Cabrera
10182,700161,Aneudis George
10183,700169,Bryan Perez
10184,692065,Wilker Ruiz
10185,692638,Franklin Corniel
10186,672401,Daniel Calderon
10187,693771,Anderson Melendez
10188,692351,Jorge Martinez
10189,692367,David Nunez
10190,702441,Wilfredo Cordero
10191,686807,Victor Simeon
10192,683653,Wilson Castillo
10193,692859,Wilkerman Munoz
10194,699223,Patricio Aquino
10195,692349,Rolfi Jimenez
10196,692359,Victor Gonzalez
10197,692659,Juan Fuentes
10198,692573,Jose Alcila
10199,693758,Gregoris Carrasquel
10200,692686,Edgar Mercedes
10201,680609,Elvis Contreras
10202,692860,Victor Fransua
10203,679692,Igor Kimura
10204,700343,Nixon Parra
10205,692035,Emmanuel Marcano
10206,692037,Adrian Quintana
10207,683025,Adauri Vicente
10208,684168,Jose Ruviera
10209,692864,Eury Rosado
10210,692444,Elis Leal
10211,684711,Yonael Dominguez
10212,691715,Jorge Rodriguez
10213,700708,Junior Castillo
10214,699222,Henry Garrido
10215,687692,Jairo Vasquez
10216,691308,Charbel Abboud
10217,691908,Giussepe Velasquez
10218,687681,Joel Jimenez
10219,691371,Nathanael Cruz
10220,656644,Colton Laws
10221,672711,Niomar Gomez
10222,683535,Andy Maldonado
10223,641462,Corbin Clouse
10224,695986,Rony Baez
10225,679566,Wardquelin Vasquez
10226,677520,Tad Ratliff
10227,689229,Eddy Tavarez
10228,685729,Jorge Ramos
10229,699074,Michael Vilchez
10230,695955,Luis Joseph
10231,682952,Maycold Leon
10232,683669,Dangiover Gonzalez
10233,692654,Carlos Sarmiento
10234,700326,Jonney Rosario
10235,700723,Joel Asencio
10236,692565,Cesar Ruiz
10237,692191,Vladimir Davila
10238,691879,Elkyn Chirinos
10239,692669,Steven Sanchez
10240,692627,Ricardo Alfaro
10241,700728,Luis Arejula
10242,691846,Miguel Pozo
10243,699117,Darlin Francia
10244,691575,Adrian Pena
10245,700714,Yokelvin Reyes
10246,683510,Henry Gomez
10247,702390,Ronny Oliver
10248,683758,Engels Martinez
10249,685573,Fray Morelo
10250,701625,Anthony Perez
10251,701179,Gerson Calzadilla
10252,700709,Gregory Baez
10253,701182,Domingo Mejia
10254,693761,Angel Santana
10255,684038,Martin Zamora
10256,683931,Juan Vargas
10257,700173,Cristian Benavides
10258,682858,Gabriel Barbosa
10259,700167,Bryan Mena
10260,700166,Redinson Gomez
10261,700165,Rony Cruz
10262,692363,Ismael Mota
10263,695079,Johnny Grullon
10264,692380,Daniel Rondon
10265,695945,German Malave
10266,699210,Jose V. Felix
10267,678895,Luis Paulino
10268,693800,Raymher Moreno
10269,694035,Sebastian Duenas
10270,699208,Isaac Castellanos
10271,692847,Luis Brito
10272,691920,Yojeiry Osoria
10273,691914,Diego Chiquillo
10274,700735,Kevison Hernandez
10275,699009,Andres Sierra
10276,702745,Sebastian Santana
10277,692549,Luis Tejeda
10278,692581,Diego Navarro
10279,692826,Elian Quezada
10280,687682,Cristhian Nunez
10281,699079,Sebastian Javier
10282,681606,Nigel Calmes
10283,700317,Juan Rodriguez
10284,692411,Andri Tavarez
10285,699701,Ji Tae Lee
10286,694935,Daniel Cordero
10287,691581,Julio Torres
10288,698934,Jhoniel Serrano
10289,702417,Natanael Polanco
10290,700305,Jorge De Leon
10291,691415,Danny Medina
10292,685721,Saul Alcala
10293,700279,Jandel Sanchez
10294,699022,Samuel Fabian
10295,699215,Alberto Mota
10296,692375,Leandro Castillo
10297,678378,Danny Moreno
10298,700344,Alessandro Ercolani
10299,687665,Sarlin Polanco
10300,684325,Marvin Brown
10301,687923,Francisco Martinez
10302,670946,Matt Pobereyko
10303,699325,Oscar Rayo
10304,691552,Antonio De Jesus
10305,699004,Sulivan Ribeiro
10306,699214,Leandro Calderon
10307,691495,Luis Polanco
10308,692612,Willians Gonzalez
10309,693719,Edgar Zuniga
10310,693776,Jared Loyo
10311,692626,Daniel Salas
10312,691841,Gerardo Abrego
10313,687674,Enmanuel De La Cruz
10314,702790,Jordy Andujar
10315,668600,Sergio Pacheco
10316,700711,Harrison Goebel
10317,681711,Cristian Pacheco
10318,656524,Adam Heidenfelder
10319,684486,Jaison Brete
10320,684416,Yoldi Pimentel
10321,678401,Jose Pina
10322,702840,Troy Cruz
10323,702835,Guillermo Cuevas
10324,682803,Luis Talavera
10325,699221,Waldin Rodriguez
10326,702786,Starlyn Pichardo
10327,679403,Robinson Parra
10328,700727,Marcos Rodriguez
10329,688884,Alex Palmer
10330,678862,Kelvin Feliz
10331,665880,Deivi Diaz
10332,685477,Yeremi Bastardo
10333,692500,Frank Medina
10334,700292,Yondrei Rojas
10335,702408,Manuel De La Rosa
10336,681701,Sergio Sanchez
10337,687670,Axel Rosario
10338,700421,Gabriel Rodriguez
10339,692038,Pedro Da Costa Lemos
10340,640017,Jose Disla
10341,684128,Reidis Sena
10342,699038,Elvin Villega
10343,699696,Roiber Talavera
10344,692637,Sebastian Perrone
10345,678973,Eiker Huizi
10346,684707,Eduar Pimentel
10347,702395,Henrison Mota
10348,701626,Arielbi Gonzalez
10349,702875,Yeudi Lora
10350,691921,Keneth Quintanilla
10351,692063,Isaul Paez
10352,693735,Eliezer Gonzalez
10353,702860,Elvis Novas
10354,691488,Emilio Castillo
10355,679532,Francisco Benitez
10356,698926,Luis Baldiris
10357,702878,Douglas Orellana
10358,672846,Angel Suero
10359,700235,Jose Chavez
10360,690652,Kelvin Bender
10361,693813,Welmy Valerio
10362,694050,Gabriel Reyes
10363,680627,Franyer Hernandez
10364,691550,Jesus Bucan
10365,689431,Thomas Hart
10366,681406,Wade Beasley
10367,678403,Jairo Lopez
10368,700352,Pedro Munoz
10369,693753,Kelly Reyes
10370,699283,Cleiber Maldonado
10371,683557,Miguel Toribio
10372,700351,Luis Alvarez
10373,702823,Hamlet Vasquez
10374,686741,Raul Mendoza
10375,691896,Diego Linares
10376,686402,Jonathan Petit
10377,702911,Tristan Garnett
10378,669228,Nolan Martinez
10379,665863,Edward Paredes
10380,679003,Linse Carvajal
10381,683384,Edgar Isea
10382,682969,David Flores
10383,702877,Bryan Polanco
10384,695283,Junior Pina
10385,691563,Juan Idrogo
10386,670188,Dylan Beasley
10387,695405,Cameron Leonard
10388,672494,Erick Perez
10389,700348,Kinn Omosako
10390,693693,Smeily Bernardo
10391,692605,Jose Bolivar
10392,699387,Joel Sierra
10393,692825,Javier Tovar
10394,692820,Bryant Capellan
10395,680801,Jake Schrand
10396,678490,Santiago Elizondo
10397,682675,Odue Civada
10398,701951,Abel Mercedes
10399,687687,Brayner Sanchez
10400,691336,Erick Caines
10401,701865,Jesus Rivero
10402,696060,Erik Ozuna
10403,697795,Ismael Agreda
10404,693748,Wilker Palma
10405,693780,Rafael Ramirez
10406,702932,Victor Pena
10407,700832,Jacob DeLabio
10408,702913,Bryan Perez
10409,681740,Benito Garcia
10410,683522,Michael Arias
10411,691705,Rikelvis Nunez
10412,702822,Braudin Ciprian
10413,672518,Ewdy Aquino
10414,676902,Harry Rutkowski
10415,700719,Dairon De Jesus
10416,691582,Jean Reyes
10417,692619,Dawry Segura
10418,702903,Saul Garcia
10419,679400,Duany Gomez
10420,698985,Doimil Perez
10421,696084,Waimer Fabian
10422,692439,Jose Estrada
10423,676690,Riley Cabral
10424,700771,Walker Brockhouse
10425,678602,Victor Soteldo
10426,685045,Jesse Bergin
10427,702898,Haminton Mendez
10428,692507,Nathanael Perez Gonzalez
10429,685470,Darwyn Zambrano
10430,691448,Jorge Boyer
10431,702783,Lenny Polanco
10432,702847,Amilcar Chirinos
10433,699389,Gabriel Agrazal
10434,699715,Daniel Mejia
10435,695365,Ian Leatherman
10436,694809,Alex Ayala Jr.
10437,669436,Jacob Heatherly
10438,681193,Leo Palacios
10439,702914,Alex McKenney
10440,695071,Zach Barnes
10441,693791,Juan Abreu
10442,678270,Jose Brito
10443,692856,Angel Luna
10444,692668,Francis Olantilo
10445,684867,Argenys Dominguez
10446,703119,Fernando Costume
10447,678612,Jorge Remon
10448,687487,Zach Grech
10449,672554,Luis D. Garcia
10450,690216,Parker Harm
10451,696147,Sam Bachman
10452,687107,Andrew Peters
10453,681443,Kolby Kubichek
10454,694381,Trey McLoughlin
10455,691712,Luis Rodriguez
10456,678920,Luis Marine
10457,696086,Eduardo Soriano
10458,693807,Rosmel Reyes
10459,682733,Wilton Perez
10460,687258,Johnny Ray
10461,700715,Franyer Duarte
10462,684845,Ariel Yera
10463,703325,Ricardito Lorenzo
10464,703591,Hector Cuevas
10465,702876,Jorge Geraldo
10466,682772,Neyker Ibarra
10467,702888,Emilio Afanador
10468,702212,Jordarlin Mendoza
10469,699160,Kevin Briceno
10470,695973,Eduardo Zapata
10471,678671,Luis Gomez
10472,678493,Jhosmer Alvarez
10473,684113,Jeffry Reynoso
10474,677351,Ian Villers
10475,669431,Gil Luna
10476,695366,Holt Jones
10477,701545,Marshall Hunt
10478,695589,Ocean Gabonia
10479,685481,Moises Rodriguez
10480,696091,Marino Santy
10481,702055,Logan Campbell
10482,682913,Pedro Cordero
10483,692613,Miguel Hernandez
10484,695244,Jared Wetherbee
10485,696097,Jose M. Lopez
10486,703142,Andy Rodriguez
10487,686218,Emmet Sheehan
10488,683991,Breiner Carvajal
10489,666121,Tyler Baum
10490,679724,Jared Pettitte
10491,701195,Manuel Castro
10492,694195,Norge Vera
10493,681733,Carlos Perez
10494,702884,Vitico Valdez
10495,695284,Juan Vilchez
10496,701619,Alfredo Ruiz
10497,702872,Edwar Polimir
10498,682652,Fernando Ortega
10499,671220,Christopher Troye
10500,668841,Spencer Van Scoyoc
10501,688763,Rhett Kouba
10502,699072,Miguel Bastardo
10503,701665,Oscar Araba
10504,693824,Cole Quintanilla
10505,703244,Eduardo Gonzalez
10506,700368,Cristian Jimenez
10507,698988,Genderson Zapata
10508,702890,Adrian Ogando
10509,686545,Eliel Marcano
10510,660790,Juan Borges
10511,703101,Dencer Geraldo
10512,702901,Alejandro Gomez
10513,689303,Ian Foggo
10514,695258,Kris Anglin
10515,703146,Felix Martinez
10516,703148,Raimon Gomez
10517,702210,Daniel Guerrero
10518,702909,Brian Arias
10519,700347,Jogly Garcia
10520,702899,Egory Manuela
10521,689190,Kody Davidson
10522,669332,A.J. Labas
10523,701780,Tanner McDougal
10524,699154,Alvaro Mejias
10525,702902,Eduardo Torres
10526,686783,Jacob Kostyshock
10527,693778,Jeremy Mijares
10528,702931,Yonfi Rodriguez
10529,703147,Leandro Mejia
10530,685397,Enmanuel Gutierrez
10531,687482,Keagan Gillies
10532,680451,Mason Erla
10533,702781,Miguel Gonzalez
10534,703243,Juventino Gonzalez
10535,703300,Jean Calderon
10536,693769,Luis Vallenilla
10537,690320,Marc Davis
10538,702419,Dameivi Tineo
10539,700794,Frankie Scalzo Jr.
10540,687456,Harrison Beethe
10541,687439,Colton Johnson
10542,689982,Jose Ulloa
10543,702904,Cesar De Jesus
10544,681163,Jonathan Almonte
10545,703103,Jordan Carr
10546,702418,Juan Reynoso
10547,699391,Zhiorman Imbriano
10548,692433,Gerson Angulo
10549,681654,Raulin Celedonio
10550,700247,Jose Pena Jr.
10551,702374,Yenfri Sosa
10552,703255,Jan Nunez
10553,693779,Jansel Cuevas
10554,703240,Joe Kemlage
10555,681903,Jonathan Edwards
10556,607608,David Kubiak
10557,695377,Jeff Hakanson
10558,677352,Chase Watkins
10559,683524,Hermes Astudillo
10560,694038,Eris Rodriguez
10561,695648,Micah Ottenbreit
10562,679807,Jherson Pereira
10563,678149,Evan Elliott
10564,700334,Edinson Valdespina
10565,684949,Zac Leigh
10566,665096,Ryan Brinley
10567,694575,Ty Collins
10568,674265,Kevin Abel
10569,703370,Anddy Flores
10570,692248,Adam Shoemaker
10571,699025,Carlos De La Cruz
10572,703100,Jairo Castillo
10573,595237,Ryan Halstead
10574,694909,Christian McGowan
10575,687145,Evan Justice
10576,703395,Dayan Reinoso
10577,701107,Blake Seigler
10578,694063,Roberto Bautista
10579,694477,Chad Patrick
10580,681328,Jonny Cuevas
10581,695243,Mason Miller
10582,701861,Gabe Emmett
10583,695646,Peter Heubeck
10584,681035,Christian Scott
10585,703421,Yoerison Cepeda
10586,691795,Brock Selvidge
10587,700842,Eduardo Rivera
10588,687855,Jackxarel Lebron
10589,682693,Reimy Beltre
10590,693692,Erasmo Tortolero
10591,698952,Jose T Perez
10592,701791,Caden Vire
10593,695645,Drew Gray
10594,703406,Josue Carmona
10595,700255,Jacob Steinmetz
10596,684909,Fausto Pediet
10597,684192,Jesus Rojas
10598,685049,Eddy Alcantara
10599,699109,Cristian Galindo
10600,701650,Alec Willis
10601,702300,Johnathan Lavallee
10602,686449,Michael McAvene
10603,692163,Dominic Hambley
10604,681306,Christian MacLeod
10605,668543,Gerardo Bojorquez
10606,692604,Abraham Landaeta
10607,659337,Conor Angel
10608,702886,Brawny Reyes
10609,703420,Jorge Marcheco
10610,692188,Wilder Zapata
10611,703620,Alvaro Benua
10612,703600,Yoryi Jimenez
10613,703118,Jose Flores
10614,692547,Carlos Nunez
10615,703592,Normar Torres
10616,703615,Jose Cabrera
10617,700356,Greiber Mendez
10618,691479,Danyuri Guzman
10619,543936,Zach Wilson
10620,541611,Junior Sosa
10621,650890,Alexander Alvarez
10622,542344,Heiker Meneses
10623,621705,Arvicent Perez
10624,516613,Jairo Perez
10625,665823,Everlouis Lozada
